ID,Time,API Call ID,Function Name,Demangled Name,Device Name,SOL SM [%],SOL Memory [%]
20,2021-Jul-06 22:42:13,358,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,26.35,65.51
21,2021-Jul-06 22:42:13,370,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,32.15,77.75
22,2021-Jul-06 22:42:14,382,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,31.41,75.57
23,2021-Jul-06 22:42:14,394,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,30.57,73.45
24,2021-Jul-06 22:42:14,406,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,8.44,35.35
25,2021-Jul-06 22:42:15,418,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,14.36,37.08
26,2021-Jul-06 22:42:15,430,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,25.98,64.62
27,2021-Jul-06 22:42:15,442,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,31.63,76.54
28,2021-Jul-06 22:42:16,454,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,32.10,77.03
29,2021-Jul-06 22:42:16,466,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,30.77,73.66
30,2021-Jul-06 22:42:16,478,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,7.51,19.50
31,2021-Jul-06 22:42:17,490,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,14.41,37.26
32,2021-Jul-06 22:42:17,502,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,26.30,65.62
33,2021-Jul-06 22:42:17,514,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,30.89,74.83
34,2021-Jul-06 22:42:18,526,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,31.87,76.41
35,2021-Jul-06 22:42:18,538,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,30.58,73.11
36,2021-Jul-06 22:42:18,550,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,4.26,59.38
37,2021-Jul-06 22:42:19,562,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,5.98,82.97
38,2021-Jul-06 22:42:19,574,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.50,89.58
39,2021-Jul-06 22:42:20,586,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.52,89.23
40,2021-Jul-06 22:42:20,598,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.90,88.71
41,2021-Jul-06 22:42:20,610,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,8.30,89.47
42,2021-Jul-06 22:42:21,622,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,5.79,80.34
43,2021-Jul-06 22:42:21,634,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.31,86.97
44,2021-Jul-06 22:42:21,646,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.46,88.25
45,2021-Jul-06 22:42:22,658,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.85,88.32
46,2021-Jul-06 22:42:22,670,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,8.35,90.13
47,2021-Jul-06 22:42:23,682,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,10.78,89.37
48,2021-Jul-06 22:42:23,694,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,5.79,80.01
49,2021-Jul-06 22:42:23,706,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.50,88.87
50,2021-Jul-06 22:42:24,718,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.90,88.96
51,2021-Jul-06 22:42:24,730,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,8.37,90.49
52,2021-Jul-06 22:42:24,742,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,10.91,90.53
53,2021-Jul-06 22:42:25,754,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,15.83,90.61
54,2021-Jul-06 22:42:25,766,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,5.65,77.68
55,2021-Jul-06 22:42:26,778,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.81,87.74
56,2021-Jul-06 22:42:26,790,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,8.38,90.58
57,2021-Jul-06 22:42:26,802,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,10.86,90.22
58,2021-Jul-06 22:42:27,814,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,15.89,90.98
59,2021-Jul-06 22:42:27,826,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,25.50,90.06
60,2021-Jul-06 22:42:27,838,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.31,81.27
61,2021-Jul-06 22:42:28,850,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,8.26,89.30
62,2021-Jul-06 22:42:28,862,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,10.89,90.53
63,2021-Jul-06 22:42:29,874,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,15.93,91.27
64,2021-Jul-06 22:42:29,886,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,25.69,90.71
65,2021-Jul-06 22:42:29,898,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,29.27,90.07
66,2021-Jul-06 22:42:30,910,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,7.10,76.89
67,2021-Jul-06 22:42:30,922,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,10.81,89.90
68,2021-Jul-06 22:42:30,934,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,15.92,91.19
69,2021-Jul-06 22:42:31,946,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,25.86,91.31
70,2021-Jul-06 22:42:31,958,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,29.67,91.30
71,2021-Jul-06 22:42:32,970,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,29.32,90.23
72,2021-Jul-06 22:42:34,982,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,4.33,61.70
73,2021-Jul-06 22:42:34,994,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,5.70,81.10
74,2021-Jul-06 22:42:35,1006,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.19,88.07
75,2021-Jul-06 22:42:36,1018,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.30,89.51
76,2021-Jul-06 22:42:37,1030,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.22,88.27
77,2021-Jul-06 22:42:38,1042,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.47,91.41
78,2021-Jul-06 22:42:39,1054,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,5.72,81.43
79,2021-Jul-06 22:42:39,1066,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.17,87.80
80,2021-Jul-06 22:42:40,1078,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.24,88.63
81,2021-Jul-06 22:42:41,1090,multiplyKernel,"void multiplyKernel<float>(float*, float*, float*, int)",NVIDIA Tesla V100-PCIE-16GB,6.21,88.08
